,trade_dt_x,wind_code,CITICS_IND_CODE
2173,2019-04-30,000672.SZ,b108010100
2176,2019-07-31,000672.SZ,b108010100
2177,2019-08-30,000672.SZ,b108010100
2178,2019-09-30,000672.SZ,b108010100
2187,2019-09-30,000673.SZ,b10s010500
2200,2019-04-30,000677.SZ,b106020400
2280,2019-05-31,000686.SZ,b10m010100
2315,2019-01-31,000691.SZ,b10n010100
2316,2019-02-28,000691.SZ,b10n010100
2317,2019-03-29,000691.SZ,b10n010100
2318,2019-04-30,000691.SZ,b10n010100
2327,2019-03-29,000692.SZ,b104020400
2335,2019-01-31,000695.SZ,b104020400
2336,2019-02-28,000695.SZ,b104020400
2337,2019-03-29,000695.SZ,b104020400
2351,2019-08-30,000697.SZ,b10c010100
2353,2019-10-31,000697.SZ,b10c010100
2366,2019-03-29,000700.SZ,b10d030100
2416,2019-03-29,000707.SZ,b106030100
2421,2019-10-31,000707.SZ,b106030100
2445,2019-04-30,000710.SZ,b10d030100
2446,2019-05-31,000710.SZ,b10d030100
2488,2019-08-30,000715.SZ,b10e010100
2489,2019-09-30,000715.SZ,b10e010100
2517,2019-08-30,000718.SZ,b10n010100
2601,2019-05-31,000728.SZ,b10m010100
2619,2019-03-29,000731.SZ,b106010100
2650,2019-04-30,000736.SZ,b10n010100
2669,2019-03-29,000738.SZ,b10c010200
2677,2019-01-31,000739.SZ,b10i010100
2678,2019-02-28,000739.SZ,b10i010100
2680,2019-04-30,000739.SZ,b10i010100
2681,2019-05-31,000739.SZ,b10i010100
2682,2019-06-28,000739.SZ,b10i010100
2683,2019-07-31,000739.SZ,b10i010100
2685,2019-09-30,000739.SZ,b10i010100
2686,2019-10-31,000739.SZ,b10i010100
2690,2019-04-30,000750.SZ,b10m010100
2712,2019-06-28,000752.SZ,b10j020100
2715,2019-09-30,000752.SZ,b10j020100
2739,2019-03-29,000756.SZ,b10i010100
2778,2019-05-31,000760.SZ,b10d030100
2781,2019-08-30,000760.SZ,b10a030500
2782,2019-09-30,000760.SZ,b10a030500
2783,2019-10-31,000760.SZ,b10a030500
2842,2019-09-30,000776.SZ,b10m010100
2913,2019-10-31,000785.SZ,b10e010100
2935,2019-02-28,000789.SZ,b108010100
2947,2019-04-30,000790.SZ,b10i020200
2967,2019-04-30,000792.SZ,b106010200
2972,2019-09-30,000792.SZ,b106010200
3061,2019-08-30,000802.SZ,b10s010500
3069,2019-06-28,000803.SZ,b10t010100
3072,2019-09-30,000803.SZ,b10t010100
